UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2024/10/10T08:58:22z,ec:64:c9:cb:59:b7,7.02,2.0+OPENLOG+31266 MB+DS3231+BME280+PMSX003-B+PMSX003-A,55,73,46,1011.96,nan,36704,0,113,0.00,1.13,1.98,0.00,1.13,1.98,5,5,276.33,59.91,17.29,1.96,1.11,0.27,0.05,0.91,1.35,0.05,0.91,1.35,4,4,192.00,51.93,12.26,1.74,0.98,0.05
2024/10/10T09:00:22z,ec:64:c9:cb:59:b7,7.02,2.0+OPENLOG+31266 MB+DS3231+BME280+PMSX003-B+PMSX003-A,57,71,47,1012.00,0.01,36616,0,233,0.16,1.28,1.76,0.16,1.28,1.76,5,5,383.69,64.81,13.52,1.76,0.79,0.00,0.23,1.23,1.46,0.23,1.23,1.46,5,5,232.37,61.07,13.11,1.56,0.30,0.00
2024/10/10T09:02:22z,ec:64:c9:cb:59:b7,7.02,2.0+OPENLOG+31266 MB+DS3231+BME280+PMSX003-B+PMSX003-A,58,69,48,1011.95,0.01,36616,0,353,0.58,1.20,1.76,0.58,1.20,1.76,5,5,363.25,68.39,11.37,2.63,0.71,0.03,0.15,0.73,0.93,0.15,0.73,0.93,3,3,195.05,52.47,12.73,1.02,0.24,0.00
2024/10/10T09:04:22z,ec:64:c9:cb:59:b7,7.02,2.0+OPENLOG+31266 MB+DS3231+BME280+PMSX003-B+PMSX003-A,57,63,44,1012.15,0.01,36616,0,473,0.00,0.73,1.33,0.00,0.73,1.33,3,3,208.85,45.62,11.16,2.18,1.11,0.20,0.22,0.55,1.15,0.22,0.55,1.15,2,2,155.30,42.83,10.57,1.58,0.65,0.20
2024/10/10T09:06:27z,ec:64:c9:cb:59:b7,7.02,2.0+OPENLOG+31266 MB+DS3231+BME280+PMSX003-B+PMSX003-A,57,58,42,1012.02,nan,36392,0,113,1.11,2.27,3.60,1.11,2.27,3.60,9,9,436.67,106.98,16.40,2.71,2.44,0.33,2.18,4.09,4.20,2.18,4.09,4.20,17,17,499.64,138.27,28.48,0.93,0.23,0.00
2024/10/10T09:08:27z,ec:64:c9:cb:59:b7,7.02,2.0+OPENLOG+31266 MB+DS3231+BME280+PMSX003-B+PMSX003-A,56,57,41,1011.92,0.01,36616,0,233,0.00,0.00,0.15,0.00,0.00,0.15,0,0,185.29,30.39,5.39,0.47,0.22,0.05,0.00,0.12,0.31,0.00,0.12,0.31,1,1,90.36,23.64,5.55,0.48,0.19,0.19
2024/10/10T09:10:27z,ec:64:c9:cb:59:b7,7.02,2.0+OPENLOG+31266 MB+DS3231+BME280+PMSX003-B+PMSX003-A,57,56,41,1011.86,0.01,36616,0,353,0.00,0.11,0.55,0.00,0.11,0.55,0,0,144.38,25.39,4.66,1.18,0.82,0.39,0.00,0.36,0.63,0.00,0.36,0.63,1,1,97.83,27.44,8.27,1.54,0.47,0.00
2024/10/10T09:12:27z,ec:64:c9:cb:59:b7,7.02,2.0+OPENLOG+31266 MB+DS3231+BME280+PMSX003-B+PMSX003-A,57,53,40,1011.92,0.01,36552,0,473,0.16,0.20,0.45,0.16,0.20,0.45,1,1,206.04,38.55,5.59,0.52,0.29,0.00,0.00,0.12,0.53,0.00,0.12,0.53,0,0,98.75,28.83,5.92,1.15,0.67,0.30
2024/10/10T09:14:27z,ec:64:c9:cb:59:b7,7.02,2.0+OPENLOG+31266 MB+DS3231+BME280+PMSX003-B+PMSX003-A,57,52,39,1012.12,0.01,36552,0,593,0.00,0.21,0.82,0.00,0.21,0.82,1,1,204.05,32.88,6.51,1.51,1.09,0.09,0.00,0.49,1.68,0.00,0.49,1.68,2,2,131.05,36.77,9.37,2.46,1.33,0.84
2024/10/10T09:16:27z,ec:64:c9:cb:59:b7,7.02,2.0+OPENLOG+31266 MB+DS3231+BME280+PMSX003-B+PMSX003-A,59,50,40,1012.11,0.01,36552,0,713,0.00,0.17,0.58,0.00,0.17,0.58,1,1,192.36,33.58,7.59,1.10,0.53,0.27,0.00,0.38,0.38,0.00,0.38,0.38,2,2,110.41,32.43,8.68,0.50,0.00,0.00
